State,County,Concentration Risk Territory
South Dakota,Ziebach County,H10
Tennessee,Anderson County,H16
Tennessee,Bedford County,C48
Tennessee,Benton County,H16
Tennessee,Bledsoe County,H16
Tennessee,Blount County,H16
Tennessee,Bradley County,H16
Tennessee,Campbell County,H12
Tennessee,Cannon County,C48
Tennessee,Carroll County,H6
Tennessee,Carter County,H16
Tennessee,Cheatham County,C48
Tennessee,Chester County,H6
Tennessee,Claiborne County,H16
Tennessee,Clay County,H12
Tennessee,Cocke County,H16
Tennessee,Coffee County,H16
Tennessee,Crockett County,H6
Tennessee,Cumberland County,H16
Tennessee,Davidson County,C48
Tennessee,Decatur County,H16
Tennessee,DeKalb County,H12
Tennessee,Dickson County,C48
Tennessee,Dyer County,H6
Tennessee,Fayette County,H6
Tennessee,Fentress County,H12
Tennessee,Franklin County,H16
Tennessee,Gibson County,H6
Tennessee,Giles County,H16
Tennessee,Grainger County,H16
Tennessee,Greene County,H16
Tennessee,Grundy County,H12
Tennessee,Hamblen County,H16
Tennessee,Hamilton County,H16
Tennessee,Hancock County,H16
Tennessee,Hardeman County,H6
Tennessee,Hardin County,H16
Tennessee,Hawkins County,H16
Tennessee,Haywood County,H6
Tennessee,Henderson County,H16
Tennessee,Henry County,H16
Tennessee,Hickman County,C48
Tennessee,Houston County,H12
Tennessee,Humphreys County,H16
Tennessee,Jackson County,H12
Tennessee,Jefferson County,H16
Tennessee,Johnson County,H16
Tennessee,Knox County,H16
Tennessee,Lake County,H6
Tennessee,Lauderdale County,H6
Tennessee,Lawrence County,C48
Tennessee,Lewis County,H16
Tennessee,Lincoln County,H16
Tennessee,Loudon County,H16
Tennessee,McMinn County,H16
Tennessee,McNairy County,H6
Tennessee,Macon County,C48
Tennessee,Madison County,H6
Tennessee,Marion County,H16
Tennessee,Marshall County,C48
Tennessee,Maury County,C48
Tennessee,Meigs County,H16
Tennessee,Monroe County,H16
Tennessee,Montgomery County,H12
Tennessee,Moore County,H16
Tennessee,Morgan County,H16
Tennessee,Obion County,H6
Tennessee,Overton County,H12
Tennessee,Perry County,H16
Tennessee,Pickett County,H12
Tennessee,Polk County,H16
Tennessee,Putnam County,H12
Tennessee,Rhea County,H16
Tennessee,Roane County,H16
Tennessee,Robertson County,C48
Tennessee,Rutherford County,C48
Tennessee,Scott County,H12
Tennessee,Sequatchie County,H16
Tennessee,Sevier County,H16
Tennessee,Shelby County,H6
Tennessee,Smith County,C48
Tennessee,Stewart County,H12
Tennessee,Sullivan County,H16
Tennessee,Sumner County,C48
Tennessee,Tipton County,H6
Tennessee,Trousdale County,C48
Tennessee,Unicoi County,H16
Tennessee,Union County,H16
Tennessee,Van Buren County,H12
Tennessee,Warren County,H12
Tennessee,Washington County,H16
Tennessee,Wayne County,H16
Tennessee,Weakley County,H6
Tennessee,White County,H12
Tennessee,Williamson County,C48
Tennessee,Wilson County,C48
Texas,Anderson County,H13
Texas,Andrews County,H13
Texas,Angelina County,H13
Texas,Aransas County,C24
Texas,Archer County,H9
Texas,Armstrong County,H9
Texas,Atascosa County,C45
Texas,Austin County,C02
Texas,Bailey County,H13
Texas,Bandera County,C45
Texas,Bastrop County,C44
Texas,Baylor County,H9
Texas,Bee County,H13
Texas,Bell County,H13
Texas,Bexar County,C45
Texas,Blanco County,H13
Texas,Borden County,H13
Texas,Bosque County,H13
Texas,Bowie County,H9
Texas,Brazoria County,C02
Texas,Brazos County,H13
Texas,Brewster County,H8
Texas,Briscoe County,H9
Texas,Brooks County,H13
Texas,Brown County,H13
Texas,Burleson County,H13
Texas,Burnet County,H13
Texas,Caldwell County,C44
Texas,Calhoun County,H13
Texas,Callahan County,H13
Texas,Cameron County,C41
Texas,Camp County,H9
Texas,Carson County,H9
Texas,Cass County,H9
Texas,Castro County,H13
Texas,Chambers County,C02
Texas,Cherokee County,H13
Texas,Childress County,H9
Texas,Clay County,H9
Texas,Cochran County,H13
Texas,Coke County,H13
Texas,Coleman County,H13
Texas,Collin County,C36
Texas,Collingsworth County,H9
Texas,Colorado County,H13
Texas,Comal County,C45
Texas,Comanche County,H13
Texas,Concho County,H13
Texas,Cooke County,C36
Texas,Coryell County,H13
Texas,Cottle County,H9
Texas,Crane County,H8
Texas,Crockett County,H8
Texas,Crosby County,H13
Texas,Culberson County,H8
Texas,Dallam County,H9
Texas,Dallas County,C36
Texas,Dawson County,H13
Texas,Deaf Smith County,H9
Texas,Delta County,H9
Texas,Denton County,C36
Texas,DeWitt County,H13
Texas,Dickens County,H13
Texas,Dimmit County,H13
Texas,Donley County,H9
Texas,Duval County,H13
Texas,Eastland County,H13
Texas,Ector County,H13
Texas,Edwards County,H13
Texas,Ellis County,C36
Texas,El Paso County,H8
Texas,Erath County,H13
Texas,Falls County,H13
Texas,Fannin County,C36
Texas,Fayette County,H13
Texas,Fisher County,H13
Texas,Floyd County,H9
Texas,Foard County,H9
Texas,Fort Bend County,C02
Texas,Franklin County,H9
Texas,Freestone County,H13
Texas,Frio County,H13
Texas,Gaines County,H13
Texas,Galveston County,C02
Texas,Garza County,H13
Texas,Gillespie County,H13
Texas,Glasscock County,H13
Texas,Goliad County,H13
Texas,Gonzales County,H13
Texas,Gray County,H9
Texas,Grayson County,C36
Texas,Gregg County,H13
Texas,Grimes County,H13
Texas,Guadalupe County,C45
Texas,Hale County,H13
Texas,Hall County,H9
Texas,Hamilton County,H13
Texas,Hansford County,H9
Texas,Hardeman County,H9
Texas,Hardin County,C25
Texas,Harris County,C02
Texas,Harrison County,H9
Texas,Hartley County,H9
Texas,Haskell County,H13
Texas,Hays County,C44
Texas,Hemphill County,H9
Texas,Henderson County,C36
Texas,Hidalgo County,H13
Texas,Hill County,H13
Texas,Hockley County,H13
Texas,Hood County,C36
Texas,Hopkins County,C36
Texas,Houston County,H13
Texas,Howard County,H13
Texas,Hudspeth County,H8
Texas,Hunt County,C36
Texas,Hutchinson County,H9
Texas,Irion County,H13
Texas,Jack County,H13
Texas,Jackson County,H13
Texas,Jasper County,H13
Texas,Jeff Davis County,H8
Texas,Jefferson County,C25
Texas,Jim Hogg County,H13
Texas,Jim Wells County,C24
Texas,Johnson County,C36
Texas,Jones County,H13
Texas,Karnes County,H13
Texas,Kaufman County,C36
Texas,Kendall County,C45
Texas,Kenedy County,C24
Texas,Kent County,H13
Texas,Kerr County,H13
Texas,Kimble County,H13
Texas,King County,H9
Texas,Kinney County,H8
Texas,Kleberg County,C24
Texas,Knox County,H13
Texas,Lamar County,H9
Texas,Lamb County,H13
Texas,Lampasas County,H13
Texas,La Salle County,H13
Texas,Lavaca County,H13
Texas,Lee County,H13
Texas,Leon County,H13
Texas,Liberty County,C02
Texas,Limestone County,H13
Texas,Lipscomb County,H9
Texas,Live Oak County,H13
Texas,Llano County,H13
Texas,Loving County,H8
Texas,Lubbock County,H13
Texas,Lynn County,H13
Texas,McCulloch County,H13
Texas,McLennan County,H13
Texas,McMullen County,H13
Texas,Madison County,H13
Texas,Marion County,H9
Texas,Martin County,H13
Texas,Mason County,H13
Texas,Matagorda County,C02
Texas,Maverick County,H8
Texas,Medina County,C45
Texas,Menard County,H13
Texas,Midland County,H13
Texas,Milam County,H13
Texas,Mills County,H13
Texas,Mitchell County,H13
Texas,Montague County,H9
Texas,Montgomery County,C02
Texas,Moore County,H9
Texas,Morris County,H9
Texas,Motley County,H9
Texas,Nacogdoches County,H13
Texas,Navarro County,C36
Texas,Newton County,C25
Texas,Nolan County,H13
Texas,Nueces County,C24
Texas,Ochiltree County,H9
Texas,Oldham County,H9
Texas,Orange County,C25
Texas,Palo Pinto County,C36
Texas,Panola County,H13
Texas,Parker County,C36
Texas,Parmer County,H13
Texas,Pecos County,H8
Texas,Polk County,H13
Texas,Potter County,H9
Texas,Presidio County,H8
Texas,Rains County,H13
Texas,Randall County,H9
Texas,Reagan County,H13
Texas,Real County,H13
Texas,Red River County,H9
Texas,Reeves County,H8
Texas,Refugio County,H13
Texas,Roberts County,H9
Texas,Robertson County,H13
Texas,Rockwall County,C36
Texas,Runnels County,H13
Texas,Rusk County,H13
Texas,Sabine County,H13
Texas,San Augustine County,H13
Texas,San Jacinto County,H13
Texas,San Patricio County,C24
Texas,San Saba County,H13
Texas,Schleicher County,H13
Texas,Scurry County,H13
Texas,Shackelford County,H13
Texas,Shelby County,H13
Texas,Sherman County,H9
Texas,Smith County,H13
Texas,Somervell County,C36
Texas,Starr County,H8
Texas,Stephens County,H13
Texas,Sterling County,H13
Texas,Stonewall County,H13
Texas,Sutton County,H8
Texas,Swisher County,H9
Texas,Tarrant County,C36
Texas,Taylor County,H13
Texas,Terrell County,H8
Texas,Terry County,H13
Texas,Throckmorton County,H13
Texas,Titus County,H9
Texas,Tom Green County,H13
Texas,Travis County,C44
Texas,Trinity County,C02
Texas,Tyler County,H13
Texas,Upshur County,H9
Texas,Upton County,H8
Texas,Uvalde County,H13
Texas,Val Verde County,H8
Texas,Van Zandt County,H13
Texas,Victoria County,H13
Texas,Walker County,C02
Texas,Waller County,C02
Texas,Ward County,H8
Texas,Washington County,C02
Texas,Webb County,H13
Texas,Wharton County,C02
Texas,Wheeler County,H9
Texas,Wichita County,H9
Texas,Wilbarger County,H9
Texas,Willacy County,C41
Texas,Williamson County,C44
Texas,Wilson County,C45
Texas,Winkler County,H8
Texas,Wise County,C36
Texas,Wood County,H13
Texas,Yoakum County,H13
Texas,Young County,H13
Texas,Zapata County,H8
Texas,Zavala County,H13
Utah,Beaver County,H8
Utah,Box Elder County,H8
Utah,Cache County,H8
Utah,Carbon County,H8
Utah,Daggett County,H8
Utah,Davis County,H8
Utah,Duchesne County,H8
Utah,Emery County,H8
Utah,Garfield County,H8
Utah,Grand County,H8
Utah,Iron County,H8
Utah,Juab County,H8
Utah,Kane County,H8
Utah,Millard County,H8
Utah,Morgan County,H8
Utah,Piute County,H8
Utah,Rich County,H8
Utah,Salt Lake County,H8
Utah,San Juan County,H8
Utah,Sanpete County,H8
Utah,Sevier County,H8
Utah,Summit County,H8
Utah,Tooele County,H8
Utah,Uintah County,H8
Utah,Utah County,H8
Utah,Wasatch County,H8
Utah,Washington County,H8
Utah,Wayne County,H8
Utah,Weber County,H8
Vermont,Addison County,H2
Vermont,Bennington County,H3
Vermont,Caledonia County,H15
Vermont,Chittenden County,H2
Vermont,Essex County,H15
Vermont,Franklin County,H2
Vermont,Grand Isle County,H2
Vermont,Lamoille County,H2
Vermont,Orange County,H15
Vermont,Orleans County,H2
Vermont,Rutland County,H2
Vermont,Washington County,H2
Vermont,Windham County,H15
Vermont,Windsor County,H15
Virginia,Accomack County,H3
Virginia,Albemarle County,H3
Virginia,Alleghany County,H3
Virginia,Amelia County,H3
Virginia,Amherst County,H3
Virginia,Appomattox County,H3
Virginia,Arlington County,C22
Virginia,Augusta County,H3
Virginia,Bath County,H3
Virginia,Bedford County,H1
Virginia,Bland County,H7
Virginia,Botetourt County,H3
Virginia,Brunswick County,H1
Virginia,Buchanan County,H7
Virginia,Buckingham County,H3
Virginia,Campbell County,H1
Virginia,Caroline County,H3
Virginia,Carroll County,H7
Virginia,Charles City County,H3
Virginia,Charlotte County,H1
Virginia,Chesterfield County,H3
Virginia,Clarke County,C22
Virginia,Craig County,H3
Virginia,Culpeper County,C22
Virginia,Cumberland County,H3
Virginia,Dickenson County,H7
Virginia,Dinwiddie County,H1
Virginia,Essex County,H3
Virginia,Fairfax County,C22
Virginia,Fauquier County,C22
Virginia,Floyd County,H7
Virginia,Fluvanna County,H3
Virginia,Franklin County,H1
Virginia,Frederick County,C22
Virginia,Giles County,H7
Virginia,Gloucester County,C09
Virginia,Goochland County,H3
Virginia,Grayson County,H7
Virginia,Greene County,H3
Virginia,Greensville County,H1
Virginia,Halifax County,H1
Virginia,Hanover County,H3
Virginia,Henrico County,H3
Virginia,Henry County,H1
Virginia,Highland County,H3
Virginia,Isle of Wight County,C09
Virginia,James City County,C09
Virginia,King and Queen County,H3
Virginia,King George County,H3
Virginia,King William County,H3
Virginia,Lancaster County,H3
Virginia,Lee County,H16
Virginia,Loudoun County,C22
Virginia,Louisa County,H3
Virginia,Lunenburg County,H1
Virginia,Madison County,H3
Virginia,Mathews County,C09
Virginia,Mecklenburg County,H1
Virginia,Middlesex County,H3
Virginia,Montgomery County,H1
Virginia,Nelson County,H3
Virginia,New Kent County,H3
Virginia,Northampton County,H3
Virginia,Northumberland County,H3
Virginia,Nottoway County,H3
Virginia,Orange County,H3
Virginia,Page County,H3
Virginia,Patrick County,H1
Virginia,Pittsylvania County,H1
Virginia,Powhatan County,H3
Virginia,Prince Edward County,H3
Virginia,Prince George County,H1
Virginia,Prince William County,C22
Virginia,Pulaski County,H7
Virginia,Rappahannock County,C22
Virginia,Richmond County,H3
Virginia,Roanoke County,H1
Virginia,Rockbridge County,H3
Virginia,Rockingham County,H3
Virginia,Russell County,H16
Virginia,Scott County,H16
Virginia,Shenandoah County,H3
Virginia,Smyth County,H16
Virginia,Southampton County,H1
Virginia,Spotsylvania County,C22
Virginia,Stafford County,C22
Virginia,Surry County,H1
Virginia,Sussex County,H1
Virginia,Tazewell County,H16
Virginia,Warren County,C22
Virginia,Washington County,H16
Virginia,Westmoreland County,H3
Virginia,Wise County,H16
Virginia,Wythe County,H7
Virginia,York County,C09
Virginia,Alexandria city,C22
Virginia,Bedford city,H1
Virginia,Bristol city,H16
Virginia,Buena Vista city,H3
Virginia,Charlottesville city,H3
Virginia,Chesapeake city,C09
Virginia,Colonial Heights city,H3
Virginia,Covington city,H3
Virginia,Danville city,H1
Virginia,Emporia city,H1
Virginia,Fairfax city,C22
Virginia,Falls Church city,C22
Virginia,Franklin city,H1
Virginia,Fredericksburg city,C22
Virginia,Galax city,H7
Virginia,Hampton city,C09
Virginia,Harrisonburg city,H3
Virginia,Hopewell city,H3
Virginia,Lexington city,H3
Virginia,Lynchburg city,H3
Virginia,Manassas city,C22
Virginia,Manassas Park city,C22
Virginia,Martinsville city,H1
Virginia,Newport News city,C09
Virginia,Norfolk city,C09
Virginia,Norton city,H16
Virginia,Petersburg city,H3
Virginia,Poquoson city,C09
Virginia,Portsmouth city,C09
Virginia,Radford city,H7
Virginia,Richmond city,H3
Virginia,Roanoke city,H1
Virginia,Salem city,H1
Virginia,Staunton city,H3
Virginia,Suffolk city,C09
Virginia,Virginia Beach city,C09
Virginia,Waynesboro city,H3
Virginia,Williamsburg city,C09
Virginia,Winchester city,C22
Washington,Adams County,H14
Washington,Asotin County,H14
Washington,Benton County,H14
Washington,Chelan County,H14
Washington,Clallam County,H14
Washington,Clark County,C47
Washington,Columbia County,H14
Washington,Cowlitz County,C47
Washington,Douglas County,H14
Washington,Ferry County,H14
Washington,Franklin County,H14
Washington,Garfield County,H14
Washington,Grant County,H14
Washington,Grays Harbor County,H14
Washington,Island County,C37
Washington,Jefferson County,H14
Washington,King County,C37
Washington,Kitsap County,C37
Washington,Kittitas County,H14
Washington,Klickitat County,H14
Washington,Lewis County,C37
Washington,Lincoln County,H14
Washington,Mason County,C37
Washington,Okanogan County,H14
Washington,Pacific County,H14
Washington,Pend Oreille County,H14
Washington,Pierce County,C37
Washington,San Juan County,H14
Washington,Skagit County,C37
Washington,Skamania County,C47
Washington,Snohomish County,C37
Washington,Spokane County,H14
Washington,Stevens County,H14
Washington,Thurston County,C37
Washington,Wahkiakum County,H14
Washington,Walla Walla County,H14
Washington,Whatcom County,H14
Washington,Whitman County,H14
Washington,Yakima County,H14
West Virginia,Barbour County,H7
West Virginia,Berkeley County,C22
West Virginia,Boone County,H7
West Virginia,Braxton County,H7
West Virginia,Brooke County,H7
West Virginia,Cabell County,H7
West Virginia,Calhoun County,H7
West Virginia,Clay County,H7
West Virginia,Doddridge County,H7
West Virginia,Fayette County,H7
West Virginia,Gilmer County,H7
West Virginia,Grant County,H3
West Virginia,Greenbrier County,H7
West Virginia,Hampshire County,C22
West Virginia,Hancock County,H7
West Virginia,Hardy County,H3
West Virginia,Harrison County,H7
West Virginia,Jackson County,H7
West Virginia,Jefferson County,C22
West Virginia,Kanawha County,H7
West Virginia,Lewis County,H7
West Virginia,Lincoln County,H7
West Virginia,Logan County,H7
West Virginia,McDowell County,H7
West Virginia,Marion County,H7
West Virginia,Marshall County,H7
West Virginia,Mason County,H7
West Virginia,Mercer County,H7
West Virginia,Mineral County,H3
West Virginia,Mingo County,H7
West Virginia,Monongalia County,H7
West Virginia,Monroe County,H7
West Virginia,Morgan County,H3
West Virginia,Nicholas County,H7
West Virginia,Ohio County,H7
West Virginia,Pendleton County,H3
West Virginia,Pleasants County,H7
West Virginia,Pocahontas County,H7
West Virginia,Preston County,H7
West Virginia,Putnam County,H7
West Virginia,Raleigh County,H7
West Virginia,Randolph County,H7
West Virginia,Ritchie County,H7
West Virginia,Roane County,H7
West Virginia,Summers County,H7
West Virginia,Taylor County,H7
West Virginia,Tucker County,H7
West Virginia,Tyler County,H7
West Virginia,Upshur County,H7
West Virginia,Wayne County,H7
West Virginia,Webster County,H7
West Virginia,Wetzel County,H7
West Virginia,Wirt County,H7
West Virginia,Wood County,H7
West Virginia,Wyoming County,H7
Wisconsin,Adams County,H11
Wisconsin,Ashland County,H2
Wisconsin,Barron County,H11
Wisconsin,Bayfield County,H2
Wisconsin,Brown County,H2
Wisconsin,Buffalo County,H11
Wisconsin,Burnett County,H11
Wisconsin,Calumet County,H2
Wisconsin,Chippewa County,H11
Wisconsin,Clark County,H11
Wisconsin,Columbia County,H11
Wisconsin,Crawford County,H11
Wisconsin,Dane County,H11
Wisconsin,Dodge County,H11
Wisconsin,Door County,H2
Wisconsin,Douglas County,H2
Wisconsin,Dunn County,H11
Wisconsin,Eau Claire County,H11
Wisconsin,Florence County,H2
Wisconsin,Fond du Lac County,H2
Wisconsin,Forest County,H2
Wisconsin,Grant County,H11
Wisconsin,Green County,H11
Wisconsin,Green Lake County,H2
Wisconsin,Iowa County,H11
Wisconsin,Iron County,H2
Wisconsin,Jackson County,H11
Wisconsin,Jefferson County,H11
Wisconsin,Juneau County,H11
Wisconsin,Kenosha County,C34
Wisconsin,Kewaunee County,H2
Wisconsin,La Crosse County,H11
Wisconsin,Lafayette County,H11
Wisconsin,Langlade County,H2
Wisconsin,Lincoln County,H11
Wisconsin,Manitowoc County,H2
Wisconsin,Marathon County,H11
Wisconsin,Marinette County,H2
Wisconsin,Marquette County,H2
Wisconsin,Menominee County,H2
Wisconsin,Milwaukee County,H2
Wisconsin,Monroe County,H11
Wisconsin,Oconto County,H2
Wisconsin,Oneida County,H11
Wisconsin,Outagamie County,H2
Wisconsin,Ozaukee County,H2
Wisconsin,Pepin County,H11
Wisconsin,Pierce County,H11
Wisconsin,Polk County,H11
Wisconsin,Portage County,H11
Wisconsin,Price County,H11
Wisconsin,Racine County,H2
Wisconsin,Richland County,H11
Wisconsin,Rock County,H11
Wisconsin,Rusk County,H11
Wisconsin,St. Croix County,H11
Wisconsin,Sauk County,H11
Wisconsin,Sawyer County,H11
Wisconsin,Shawano County,H2
Wisconsin,Sheboygan County,H2
Wisconsin,Taylor County,H11
Wisconsin,Trempealeau County,H11
Wisconsin,Vernon County,H11
Wisconsin,Vilas County,H11
Wisconsin,Walworth County,H11
Wisconsin,Washburn County,H11
Wisconsin,Washington County,H2
Wisconsin,Waukesha County,H11
Wisconsin,Waupaca County,H2
Wisconsin,Waushara County,H2
Wisconsin,Winnebago County,H2
Wisconsin,Wood County,H11
Wyoming,Albany County,H10
Wyoming,Big Horn County,H10
Wyoming,Campbell County,H10
Wyoming,Carbon County,H10
Wyoming,Converse County,H10
Wyoming,Crook County,H10
Wyoming,Fremont County,H10
Wyoming,Goshen County,H10
Wyoming,Hot Springs County,H10
Wyoming,Johnson County,H10
Wyoming,Laramie County,H10
Wyoming,Lincoln County,H8
Wyoming,Natrona County,H10
Wyoming,Niobrara County,H10
Wyoming,Park County,H10
Wyoming,Platte County,H10
Wyoming,Sheridan County,H10
Wyoming,Sublette County,H8
Wyoming,Sweetwater County,H8
Wyoming,Teton County,H14
Wyoming,Uinta County,H8
Wyoming,Washakie County,H10
Wyoming,Weston County,H10
American Samoa,Eastern District,H18
American Samoa,Manu'a District,H18
American Samoa,Rose Island,H18
American Samoa,Swains Island,H18
American Samoa,Western District,H18
Guam,Guam,H18
Northern Mariana Islands,Northern Islands Municipality,H18
Northern Mariana Islands,Rota Municipality,H18
Northern Mariana Islands,Saipan Municipality,H18
Northern Mariana Islands,Tinian Municipality,H18
Puerto Rico,Adjuntas Municipio,H17
Puerto Rico,Aguada Municipio,H17
Puerto Rico,Aguadilla Municipio,H17
Puerto Rico,Aguas Buenas Municipio,H17
Puerto Rico,Aibonito Municipio,H17
Puerto Rico,Anasco Municipio,H17
Puerto Rico,Arecibo Municipio,H17
Puerto Rico,Arroyo Municipio,H17
Puerto Rico,Barceloneta Municipio,H17
Puerto Rico,Barranquitas Municipio,H17
Puerto Rico,Bayamon Municipio,H17
Puerto Rico,Cabo Rojo Municipio,H17
Puerto Rico,Caguas Municipio,H17
Puerto Rico,Camuy Municipio,H17
Puerto Rico,Canovanas Municipio,H17
Puerto Rico,Carolina Municipio,H17
Puerto Rico,Catano Municipio,H17
Puerto Rico,Cayey Municipio,H17
Puerto Rico,Ceiba Municipio,H17
Puerto Rico,Ciales Municipio,H17
Puerto Rico,Cidra Municipio,H17
Puerto Rico,Coamo Municipio,H17
Puerto Rico,Comerio Municipio,H17
Puerto Rico,Corozal Municipio,H17
Puerto Rico,Culebra Municipio,H17
Puerto Rico,Dorado Municipio,H17
Puerto Rico,Fajardo Municipio,H17
Puerto Rico,Florida Municipio,H17
Puerto Rico,Guanica Municipio,H17
Puerto Rico,Guayama Municipio,H17
Puerto Rico,Guayanilla Municipio,H17
Puerto Rico,Guaynabo Municipio,H17
Puerto Rico,Gurabo Municipio,H17
Puerto Rico,Hatillo Municipio,H17
Puerto Rico,Hormigueros Municipio,H17
Puerto Rico,Humacao Municipio,H17
Puerto Rico,Isabela Municipio,H17
Puerto Rico,Jayuya Municipio,H17
Puerto Rico,Juana Diaz Municipio,H17
Puerto Rico,Juncos Municipio,H17
Puerto Rico,Lajas Municipio,H17
Puerto Rico,Lares Municipio,H17
Puerto Rico,Las Marias Municipio,H17
Puerto Rico,Las Piedras Municipio,H17
Puerto Rico,Loiza Municipio,H17
Puerto Rico,Luquillo Municipio,H17
Puerto Rico,Manati Municipio,H17
Puerto Rico,Maricao Municipio,H17
Puerto Rico,Maunabo Municipio,H17
Puerto Rico,Mayaguez Municipio,H17
Puerto Rico,Moca Municipio,H17
Puerto Rico,Morovis Municipio,H17
Puerto Rico,Naguabo Municipio,H17
Puerto Rico,Naranjito Municipio,H17
Puerto Rico,Orocovis Municipio,H17
Puerto Rico,Patillas Municipio,H17
Puerto Rico,Penuelas Municipio,H17
Puerto Rico,Ponce Municipio,H17
Puerto Rico,Quebradillas Municipio,H17
Puerto Rico,Rincon Municipio,H17
Puerto Rico,Rio Grande Municipio,H17
Puerto Rico,Sabana Grande Municipio,H17
Puerto Rico,Salinas Municipio,H17
Puerto Rico,San German Municipio,H17
Puerto Rico,San Juan Municipio,H17
Puerto Rico,San Lorenzo Municipio,H17
Puerto Rico,San Sebastian Municipio,H17
Puerto Rico,Santa Isabel Municipio,H17
Puerto Rico,Toa Alta Municipio,H17
Puerto Rico,Toa Baja Municipio,H17
Puerto Rico,Trujillo Alto Municipio,H17
Puerto Rico,Utuado Municipio,H17
Puerto Rico,Vega Alta Municipio,H17
Puerto Rico,Vega Baja Municipio,H17
Puerto Rico,Vieques Municipio,H17
Puerto Rico,Villalba Municipio,H17
Puerto Rico,Yabucoa Municipio,H17
Puerto Rico,Yauco Municipio,H17
U.S. Minor Outlying Islands,Midway Islands,H18
U.S. Virgin Islands,St. Croix Island,H17
U.S. Virgin Islands,St. John Island,H17
U.S. Virgin Islands,St. Thomas Island,H17
